observation,tempC_7to8,tempC_1to2,tempC_6to7,tempC_avg,humidity_7to8,humidity_1to2,humidity_6to7,humidity_avg,windspeedKmph_7to8,windspeedKmph_1to2,windspeedKmph_6to7,windspeedKmph_avg,pressureMB_7to8,pressureMB_1to2,pressureMB_6to7,pressureMB_avg,precipMM_7to8,precipMM_1to2,precipMM_6to7,precipMM_avg,weatherDesc_7to8,weatherDesc_1to2,weatherDesc_6to7,%_soil_moisure,soil_pH,water_pH,water_TDS_mgpl
2019-04-08,31,37,30,32,24,13,24,20,11,19,21,17,1010,1007,1008,1008,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,6.92,7.45,1710.0
2019-04-09,30,36,29,31,26,14,21,20,13,23,21,19,1010,1008,1009,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,35,7.27,7.38,1707.0
2019-04-10,31,37,31,33,29,14,23,22,13,19,20,17,1011,1009,1010,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,32,6.99,8.48,1708.0
2019-04-11,32,38,31,33,23,15,26,21,8,17,21,15,1011,1008,1008,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,31,6.52,7.23,1708.0
2019-04-12,32,38,31,33,25,14,31,23,10,16,20,15,1011,1008,1008,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,7.09,7.88,1707.0
2019-04-13,32,39,33,34,23,14,21,19,9,7,12,9,1011,1007,1008,1008,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,31,7.47,6.78,1708.0
2019-04-14,34,38,33,35,20,14,23,19,8,7,15,10,1010,1007,1008,1008,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,31,7.41,8.06,1707.0
2019-04-15,33,37,31,33,23,18,32,24,8,9,19,12,1010,1007,1008,1008,0.0,0.0,0.6,0.19999999999999998,Sunny,Sunny,Patchy rain possible,33,7.16,7.99,1624.5
2019-04-16,30,34,29,31,40,27,37,34,4,11,18,11,1010,1008,1009,1009,0.0,0.1,0.4,0.16666666666666669,Sunny,Patchy light rain with thunder,Patchy rain possible,34,7.39,7.23,1710.0
2019-04-17,26,33,27,28,38,13,16,22,13,20,20,17,1013,1010,1011,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,30,7.19,7.44,1710.0
2019-04-18,26,33,29,29,46,22,32,33,11,10,19,13,1013,1010,1010,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,30,7.32,6.84,1709.0
2019-04-19,30,36,30,32,31,12,25,22,7,9,19,11,1011,1007,1007,1008,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,7.45,6.64,1710.0
2019-04-20,31,36,31,32,24,12,23,19,6,10,19,11,1008,1005,1006,1006,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,6.72,7.12,1709.0
2019-04-21,30,36,31,32,27,13,22,20,9,16,20,15,1009,1005,1006,1006,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,31,6.83,8.25,1710.0
2019-04-23,32,39,32,34,23,13,27,21,11,5,11,9,1010,1007,1008,1008,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,35,6.52,7.29,1710.0
2019-04-24,32,39,33,34,28,12,26,22,13,12,16,13,1011,1007,1007,1008,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,30,7.2,7.82,1708.0
2019-04-25,33,39,33,35,29,14,21,21,13,14,20,15,1011,1008,1008,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,35,6.98,8.04,1709.0
2019-04-26,35,40,34,36,18,14,25,19,14,17,21,17,1009,1006,1006,1007,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,7.24,7.88,1707.0
2019-04-27,36,40,35,37,17,13,17,15,23,15,20,19,1008,1005,1005,1006,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,30,7.15,8.38,1707.0
2019-04-28,36,41,35,37,10,10,13,11,18,19,21,19,1008,1005,1005,1006,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,7.04,6.97,1707.0
2019-04-29,33,39,33,35,28,17,23,22,13,17,21,17,1008,1005,1006,1006,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,35,7.1,7.47,1709.0
2019-04-30,32,37,30,33,32,16,33,27,18,25,23,22,1008,1005,1006,1006,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,6.51,7.58,1634.0
2019-05-01,30,36,28,31,34,20,44,32,17,24,23,21,1007,1004,1006,1005,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,35,6.95,7.27,1707.0
2019-05-02,29,35,28,30,33,22,39,31,16,23,22,20,1007,1004,1006,1005,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,7.3,8.32,1709.0
2019-05-03,28,33,27,29,42,25,50,39,18,23,23,21,1008,1007,1008,1007,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,7.16,8.0,1710.0
2019-05-04,27,34,28,29,58,32,57,49,19,20,23,20,1011,1009,1011,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,35,6.68,6.63,1708.0
2019-05-05,28,35,29,30,52,27,47,42,17,18,19,18,1013,1010,1011,1011,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,6.65,7.77,1710.0
2019-05-06,30,36,31,32,34,16,28,26,11,17,21,16,1011,1008,1008,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,7.28,7.61,1708.0
2019-05-07,31,36,30,32,33,21,41,31,13,20,23,18,1010,1007,1009,1008,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,7.11,7.68,1709.0
2019-05-08,28,35,28,30,55,28,56,46,19,19,24,20,1011,1009,1009,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,32,6.64,7.24,1708.0
2019-05-09,27,34,28,29,55,27,51,44,18,19,22,19,1010,1008,1009,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,30,7.19,7.64,1709.0
2019-05-10,27,34,28,29,60,29,48,45,17,21,22,20,1010,1008,1009,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,7.1,8.28,1709.0
2019-05-11,28,36,30,31,44,21,41,35,12,16,21,16,1011,1008,1009,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,31,6.62,6.65,1710.0
2019-05-12,30,37,30,32,45,20,51,38,14,18,23,18,1011,1007,1007,1008,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,7.18,7.28,1707.0
2019-05-13,30,37,30,32,39,19,45,34,16,20,23,19,1009,1007,1007,1007,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,30,7.27,8.09,1710.0
2019-05-14,30,36,29,31,38,22,44,34,16,23,22,20,1010,1007,1007,1008,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,7.38,7.39,1710.0
2019-05-15,29,36,30,31,43,19,36,32,14,21,22,19,1011,1008,1009,1009,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,35,6.58,6.54,1631.15
2019-05-16,29,36,30,31,41,19,31,30,15,21,19,18,1012,1009,1009,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,35,7.04,6.65,1709.0
2019-05-17,30,37,31,32,43,20,32,31,13,20,21,18,1012,1009,1009,1010,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,6.76,6.84,1708.0
2019-05-18,32,38,32,34,35,16,22,24,14,21,21,18,1010,1007,1008,1008,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,32,6.79,7.01,1708.0
2019-05-19,33,38,33,34,31,16,23,23,14,18,22,18,1010,1007,1008,1008,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,30,6.89,6.7,1707.0
2019-05-20,32,39,33,34,32,17,31,26,12,17,22,17,1010,1007,1007,1008,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,30,6.94,7.12,1709.0
2019-05-21,34,39,33,35,27,19,33,26,13,19,22,18,1009,1007,1007,1007,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,35,7.5,7.2,1707.0
2019-05-22,31,38,32,33,43,24,39,35,14,20,24,19,1009,1006,1007,1007,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,32,7.1,7.05,1709.0
2019-05-23,32,39,31,34,44,19,44,35,14,19,22,18,1008,1005,1007,1006,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,6.94,7.79,1709.0
2019-05-24,31,38,32,33,40,21,37,32,14,21,23,19,1010,1006,1007,1007,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,31,7.22,7.06,1709.0
2019-05-25,31,37,31,33,42,25,43,36,15,23,24,20,1009,1005,1006,1006,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,32,6.55,7.57,1709.0
2019-05-27,31,37,32,33,44,22,32,32,16,24,22,20,1008,1005,1005,1006,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,7.34,6.82,1708.0
2019-05-28,31,38,33,34,39,20,29,29,15,21,21,19,1008,1004,1005,1005,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,31,7.46,7.19,1709.0
2019-05-29,31,38,33,34,42,17,27,28,16,23,21,20,1006,1004,1004,1004,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,6.59,6.98,1710.0
2019-05-30,31,37,31,33,46,23,42,37,17,21,22,20,1006,1003,1004,1004,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,30,6.68,6.92,1634.0
2019-05-31,31,38,31,33,42,22,46,36,18,20,22,20,1006,1003,1004,1004,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,30,7.15,6.73,1708.0
2019-06-01,30,37,29,32,53,32,62,49,20,27,27,24,1008,1005,1006,1006,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,7.09,7.66,1708.0
2019-06-02,31,37,30,32,52,31,58,47,17,24,24,21,1007,1004,1004,1005,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,7.16,7.02,1708.0
2019-06-03,29,35,29,31,62,36,65,54,23,28,25,25,1007,1004,1005,1005,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,34,6.99,6.91,1709.0
2019-06-04,30,37,30,32,56,29,52,45,25,26,24,25,1007,1004,1005,1005,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,7.07,7.97,1708.0
2019-06-05,31,38,32,33,54,28,40,40,21,22,23,22,1007,1004,1004,1005,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,6.56,7.45,1707.0
2019-06-06,29,37,30,32,56,33,58,49,20,24,22,22,1007,1004,1005,1005,0.0,0.0,0.0,0.0,Partly cloudy,Sunny,Clear,33,7.4,7.61,1707.0
2019-06-07,30,36,32,32,63,38,57,52,21,24,19,21,1007,1004,1005,1005,0.0,0.0,0.1,0.03333333333333333,Sunny,Sunny,Patchy light rain with thunder,33,7.2,7.75,1710.0
2019-06-08,31,38,33,34,54,32,45,43,21,19,17,19,1007,1004,1003,1004,0.0,0.0,0.2,0.06666666666666667,Sunny,Sunny,Clear,32,7.0,8.1,1709.0
2019-06-09,32,38,31,33,48,30,51,43,23,21,24,22,1005,1002,1003,1003,0.0,0.0,0.5,0.16666666666666666,Sunny,Sunny,Patchy rain possible,32,7.08,8.14,1709.0
2019-06-10,30,34,30,31,47,39,61,49,15,16,18,16,1004,1002,1002,1002,0.0,0.2,0.0,0.06666666666666667,Sunny,Patchy rain possible,Clear,35,6.59,7.0,1709.0
2019-06-11,31,34,29,31,59,43,68,56,13,11,20,14,1002,1000,1001,1001,0.0,0.1,4.1,1.4,Sunny,Patchy light drizzle,Torrential rain shower,31,6.66,8.23,1709.0
2019-06-12,30,33,27,30,57,48,66,57,22,23,24,23,1002,1001,1002,1001,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,33,6.78,6.85,1708.0
2019-06-13,29,32,27,29,49,40,65,51,23,29,30,27,1004,1002,1004,1003,0.0,0.0,0.3,0.09999999999999999,Sunny,Sunny,Patchy rain possible,30,7.46,7.47,1710.0
2019-06-14,29,32,27,29,55,46,67,56,20,31,28,26,1004,1001,1003,1002,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,6.77,8.44,1707.0
2019-06-15,28,31,26,28,65,51,72,62,21,30,31,27,1005,1003,1006,1004,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Partly cloudy,35,6.73,8.25,1631.15
2019-06-16,28,32,27,29,64,48,70,60,22,32,32,28,1007,1004,1007,1006,0.0,0.0,0.0,0.0,Overcast,Partly cloudy,Partly cloudy,31,6.78,7.58,1709.0
2019-06-17,28,31,26,28,64,49,70,61,29,34,33,32,1007,1005,1007,1006,0.0,0.0,0.0,0.0,Overcast,Partly cloudy,Partly cloudy,30,6.84,7.23,1707.0
2019-06-18,28,32,26,28,62,51,72,61,26,37,31,31,1005,1002,1004,1003,0.0,0.0,0.2,0.06666666666666667,Partly cloudy,Partly cloudy,Light rain shower,32,6.59,7.76,1708.0
2019-06-19,28,31,26,28,66,55,73,64,28,30,26,28,1004,1002,1005,1003,0.0,0.1,0.0,0.03333333333333333,Light rain shower,Light rain shower,Partly cloudy,35,7.26,7.31,1708.0
2019-06-20,28,33,27,29,61,43,68,57,20,23,24,22,1006,1003,1004,1004,0.0,0.0,0.0,0.0,Sunny,Sunny,Clear,33,7.4,6.97,1710.0
2019-06-21,28,31,27,28,61,51,66,59,17,21,23,20,1006,1003,1004,1004,0.0,0.0,0.0,0.0,Sunny,Patchy rain possible,Clear,32,7.2,8.17,1707.0
2019-06-22,28,31,27,28,61,51,67,59,17,21,24,20,1005,1002,1004,1003,0.0,0.1,2.1,0.7333333333333334,Sunny,Patchy rain possible,Moderate or heavy rain shower,34,6.89,6.6,1709.0
2019-06-23,27,31,27,28,69,53,71,64,17,18,23,19,1005,1001,1003,1003,0.0,0.0,0.2,0.06666666666666667,Sunny,Partly cloudy,Patchy rain possible,32,7.32,7.42,1708.0
2019-06-24,27,28,25,26,71,64,81,72,15,9,9,11,1005,1003,1005,1004,0.0,0.2,0.4,0.2,Partly cloudy,Light rain shower,Light rain shower,33,6.77,6.72,1710.0
2019-06-25,27,31,27,28,73,58,75,68,12,15,18,15,1006,1004,1005,1005,0.1,0.5,3.6,1.4000000000000001,Light rain shower,Light rain shower,Torrential rain shower,34,7.03,6.71,1709.0
2019-06-26,28,31,27,28,69,57,78,68,11,17,20,16,1006,1003,1005,1004,0.0,0.2,2.1,0.7666666666666667,Partly cloudy,Light rain shower,Moderate or heavy rain shower,30,7.18,6.72,1709.0
2019-06-27,28,30,26,28,72,64,79,71,19,23,24,22,1005,1001,1003,1003,0.0,0.7,1.2,0.6333333333333333,Partly cloudy,Moderate or heavy rain shower,Moderate or heavy rain shower,30,7.47,7.03,1708.0
2019-06-28,25,24,24,24,82,88,90,86,28,29,28,28,1004,1002,1003,1003,0.0,1.3,0.5,0.6,Light rain shower,Moderate rain,Light rain shower,34,7.2,7.59,1709.0
2019-06-30,24,25,23,24,86,74,86,82,13,22,21,18,1004,1003,1004,1003,0.7,0.1,0.0,0.26666666666666666,Moderate or heavy rain shower,Patchy rain possible,Partly cloudy,33,6.68,8.4,1630.2
2019-07-01,24,24,23,23,86,87,92,88,15,25,21,20,1003,1001,1003,1002,0.9,0.3,2.4,1.2,Moderate or heavy rain shower,Light rain shower,Moderate or heavy rain shower,47,7.37,7.58,1709.0
2019-07-02,25,25,24,24,86,83,89,86,17,22,17,18,1004,1002,1004,1003,0.1,0.5,0.3,0.3,Light rain shower,Light rain shower,Light rain shower,47,6.95,6.79,1707.0
2019-07-03,25,26,24,25,84,76,86,82,22,24,22,22,1004,1002,1003,1003,0.0,0.3,0.0,0.09999999999999999,Cloudy,Light rain shower,Cloudy,46,7.21,7.16,1707.0
2019-07-04,25,26,24,25,81,79,87,82,21,28,25,24,1004,1002,1003,1003,0.2,0.2,0.1,0.16666666666666669,Light rain shower,Light rain shower,Light rain shower,45,7.38,7.01,1709.0
2019-07-05,25,25,24,24,79,83,84,82,29,36,31,32,1002,1000,1001,1001,0.0,0.6,0.5,0.36666666666666664,Light rain shower,Moderate or heavy rain shower,Light rain shower,46,7.47,7.57,1708.0
2019-07-06,24,23,24,23,87,87,86,86,36,32,26,31,1002,1001,1002,1001,0.4,0.3,0.1,0.26666666666666666,Light rain shower,Light rain shower,Light rain shower,49,6.68,8.45,1709.0
2019-07-07,23,23,23,23,91,89,89,89,27,28,25,26,1002,1002,1003,1002,0.5,0.4,0.4,0.43333333333333335,Light rain shower,Light rain shower,Light rain shower,47,7.01,7.84,1707.0
2019-07-08,25,26,24,25,84,80,89,84,23,31,29,27,1004,1002,1004,1003,0.1,0.6,0.3,0.3333333333333333,Light rain shower,Moderate or heavy rain shower,Light rain shower,47,7.05,7.2,1709.0
2019-07-09,24,26,24,24,88,78,88,84,31,31,29,30,1003,1001,1003,1002,0.3,0.2,0.1,0.2,Light rain shower,Light rain shower,Light rain shower,48,7.19,6.67,1709.0
2019-07-10,25,27,24,25,80,78,87,81,31,31,27,29,1003,1001,1003,1002,0.0,1.0,0.2,0.4,Overcast,Moderate or heavy rain shower,Light rain shower,47,6.56,6.55,1708.0
2019-07-11,24,26,24,24,84,78,87,83,35,34,27,32,1006,1005,1006,1005,0.1,0.2,0.0,0.1,Light rain shower,Light rain shower,Partly cloudy,45,6.55,8.03,1708.0
2019-07-12,26,28,25,26,78,68,85,77,36,35,27,32,1006,1005,1007,1006,0.0,0.1,0.1,0.06666666666666667,Cloudy,Light rain shower,Light rain shower,49,6.87,7.58,1710.0
2019-07-13,26,28,24,26,77,69,83,76,30,34,31,31,1008,1006,1008,1007,0.0,0.2,0.1,0.1,Light rain shower,Light rain shower,Patchy rain possible,47,7.33,7.16,1710.0
2019-07-14,26,28,25,26,73,68,83,74,33,38,34,35,1007,1005,1006,1006,0.1,0.1,0.0,0.06666666666666667,Light rain shower,Light rain shower,Partly cloudy,46,7.23,8.1,1708.0
2019-07-15,27,29,25,27,74,66,82,74,35,36,30,33,1005,1004,1005,1004,0.1,0.1,0.1,0.1,Light rain shower,Light rain shower,Patchy rain possible,48,7.47,8.35,1633.05
2019-07-16,27,29,25,27,74,64,80,72,35,36,31,34,1007,1005,1007,1006,0.0,0.1,0.1,0.06666666666666667,Light rain shower,Patchy rain possible,Light rain shower,47,6.52,6.84,1707.0
2019-07-17,27,29,25,27,73,62,80,71,27,28,25,26,1007,1005,1006,1006,0.1,0.2,0.1,0.13333333333333333,Light rain shower,Light rain shower,Patchy rain possible,45,6.52,6.69,1709.0
2019-07-18,27,29,25,27,71,62,82,71,18,20,19,19,1006,1003,1004,1004,0.0,0.4,2.0,0.8,Cloudy,Light rain shower,Moderate or heavy rain shower,49,7.08,7.89,1708.0
2019-07-19,27,30,27,28,69,57,77,67,12,14,14,13,1004,1001,1002,1002,0.0,0.1,1.8,0.6333333333333333,Partly cloudy,Patchy rain possible,Moderate or heavy rain shower,50,6.8,7.06,1707.0
2019-07-20,26,28,26,26,80,70,83,77,13,13,10,12,1004,1001,1002,1002,0.4,1.0,0.7,0.7,Light rain shower,Moderate or heavy rain shower,Patchy rain possible,46,7.1,8.48,1707.0
2019-07-21,26,30,27,27,82,65,82,76,6,7,11,8,1003,1000,1001,1001,0.3,0.8,3.5,1.5333333333333334,Patchy light rain,Moderate or heavy rain shower,Torrential rain shower,50,6.77,7.81,1710.0
2019-07-22,28,30,26,28,76,66,85,75,14,11,11,12,1001,999,1001,1000,0.0,1.0,1.4,0.7999999999999999,Partly cloudy,Moderate or heavy rain shower,Moderate or heavy rain shower,50,7.22,6.8,1710.0
2019-07-23,27,31,26,28,78,64,84,75,11,10,15,12,1002,1000,1002,1001,0.0,1.0,1.6,0.8666666666666667,Partly cloudy,Moderate or heavy rain shower,Moderate or heavy rain shower,48,7.17,8.27,1707.0
2019-07-24,27,28,24,26,82,75,89,82,15,22,28,21,1004,1002,1005,1003,0.0,1.0,0.6,0.5333333333333333,Cloudy,Moderate or heavy rain shower,Light rain shower,50,7.47,7.61,1710.0
2019-07-25,25,25,24,24,85,84,92,87,28,31,31,30,1006,1005,1006,1005,0.2,0.8,1.0,0.6666666666666667,Light rain shower,Moderate or heavy rain shower,Light rain,48,6.75,7.25,1707.0
2019-07-26,23,24,23,23,88,86,90,88,27,34,34,31,1005,1003,1005,1004,0.4,0.6,1.0,0.6666666666666666,Light rain shower,Moderate or heavy rain shower,Light rain shower,48,6.56,7.48,1707.0
2019-07-27,23,23,23,23,90,90,90,90,36,38,33,35,1004,1003,1005,1004,0.7,0.5,0.4,0.5333333333333333,Moderate or heavy rain shower,Light rain shower,Light rain shower,45,6.54,7.75,1708.0
2019-07-28,24,25,23,24,85,83,88,85,36,34,32,34,1004,1002,1004,1003,0.4,0.6,1.2,0.7333333333333333,Light rain shower,Moderate or heavy rain shower,Moderate or heavy rain shower,48,7.1,7.33,1710.0
2019-07-29,24,23,23,23,85,89,93,89,33,33,35,33,1003,1002,1004,1003,0.3,0.5,1.6,0.8,Light rain shower,Light rain shower,Moderate or heavy rain shower,47,7.37,6.92,1708.0
2019-07-30,23,23,23,23,91,88,91,90,35,41,36,37,1004,1003,1005,1004,0.6,0.4,0.8,0.6,Moderate or heavy rain shower,Light rain shower,Light rain shower,47,6.54,6.61,1632.1
2019-07-31,23,23,23,23,91,91,92,91,33,37,37,35,1006,1005,1005,1005,0.7,0.7,1.2,0.8666666666666666,Moderate or heavy rain shower,Moderate rain,Moderate rain,46,7.15,6.57,1707.0
2019-08-01,24,24,23,23,88,86,92,88,34,34,31,33,1006,1004,1005,1005,0.4,0.6,0.4,0.4666666666666667,Light rain shower,Moderate or heavy rain shower,Light rain shower,47,7.45,8.07,1709.0
2019-08-03,23,23,23,23,95,94,97,95,30,38,37,35,1004,1002,1002,1002,1.1,1.1,22.0,8.066666666666666,Moderate or heavy rain shower,Moderate rain,Heavy rain,48,6.69,7.84,1708.0
2019-08-04,22,22,22,22,97,96,96,96,29,29,33,30,1002,1002,1002,1002,6.6,4.4,4.8,5.266666666666667,Heavy rain,Heavy rain,Heavy rain,47,6.74,7.47,1707.0
2019-08-05,23,23,23,23,96,93,93,94,21,33,36,30,1002,1001,1002,1001,1.2,1.1,0.8,1.0333333333333334,Moderate rain,Moderate rain,Light rain shower,47,6.56,8.35,1709.0
2019-08-06,24,24,23,23,90,89,93,90,31,33,32,32,1002,1001,1002,1001,0.2,0.7,0.4,0.43333333333333335,Light rain shower,Moderate or heavy rain shower,Light rain shower,48,6.82,8.37,1707.0
2019-08-07,24,24,23,23,90,88,92,90,37,37,35,36,1001,999,1000,1000,0.2,0.6,0.4,0.4,Light rain shower,Moderate or heavy rain shower,Light rain shower,47,7.12,7.55,1708.0
2019-08-08,23,23,23,23,92,90,93,91,38,36,33,35,999,998,998,998,0.3,0.2,1.1,0.5333333333333333,Light rain shower,Light rain shower,Moderate or heavy rain shower,48,7.26,6.74,1710.0
2019-08-09,23,23,23,23,90,91,92,91,37,41,39,39,1000,999,1000,999,0.7,0.6,0.4,0.5666666666666667,Moderate rain,Moderate rain,Light rain shower,45,6.91,8.38,1707.0
2019-08-10,24,24,23,23,88,87,91,88,42,40,32,38,1001,1001,1003,1001,0.4,0.4,0.8,0.5333333333333333,Light rain shower,Light rain shower,Light rain shower,49,7.37,7.08,1707.0
2019-08-11,23,24,22,23,90,84,93,89,29,32,24,28,1004,1004,1005,1004,0.2,0.3,0.2,0.23333333333333334,Light rain shower,Light rain shower,Light rain shower,47,7.32,8.04,1708.0
2019-08-12,24,27,23,24,86,75,91,84,21,25,24,23,1006,1004,1005,1005,0.1,0.1,0.0,0.06666666666666667,Light rain shower,Light rain shower,Partly cloudy,48,6.65,7.69,1708.0
2019-08-13,25,27,23,25,84,76,91,83,30,28,22,26,1006,1004,1006,1005,0.1,0.1,0.1,0.1,Light rain shower,Patchy rain possible,Light rain shower,46,7.05,6.63,1710.0
2019-08-14,25,25,23,24,83,84,91,86,23,23,20,22,1006,1004,1007,1005,0.0,0.2,0.1,0.1,Cloudy,Light rain shower,Light rain shower,46,6.76,7.08,1707.0
2019-08-15,25,26,23,24,86,83,92,87,25,31,27,27,1007,1005,1007,1006,0.0,0.4,0.2,0.2,Light rain shower,Light rain shower,Light rain shower,50,6.8,7.41,1633.05
2019-08-16,25,26,23,24,86,78,91,85,32,33,28,31,1006,1004,1006,1005,0.1,0.3,0.2,0.2,Light rain shower,Light rain shower,Light rain shower,47,6.77,7.88,1707.0
2019-08-17,24,27,23,24,84,73,89,82,27,29,24,26,1007,1005,1008,1006,0.1,0.1,0.0,0.06666666666666667,Light rain shower,Light rain shower,Partly cloudy,49,7.39,7.49,1707.0
2019-08-18,25,27,23,25,82,75,91,82,18,26,23,22,1008,1006,1009,1007,0.0,0.4,0.0,0.13333333333333333,Cloudy,Light rain shower,Partly cloudy,46,6.84,7.27,1710.0
2019-08-19,25,28,23,25,81,70,91,80,12,21,20,17,1010,1007,1009,1008,0.0,0.1,0.0,0.03333333333333333,Cloudy,Patchy rain possible,Partly cloudy,45,7.2,8.29,1709.0
2019-08-20,25,27,23,25,80,72,88,80,16,22,22,20,1010,1007,1008,1008,0.0,0.1,0.0,0.03333333333333333,Cloudy,Light rain shower,Clear,50,6.6,6.88,1710.0
2019-08-21,25,26,23,24,79,75,91,81,15,24,22,20,1008,1006,1008,1007,0.0,0.5,0.1,0.2,Cloudy,Light rain shower,Patchy rain possible,46,6.56,6.89,1709.0
2019-08-22,25,26,23,24,80,74,90,81,15,22,22,19,1008,1006,1007,1007,0.0,0.4,0.0,0.13333333333333333,Cloudy,Light rain shower,Clear,50,7.47,7.26,1708.0
2019-08-23,24,27,23,24,78,69,89,78,14,21,21,18,1008,1005,1007,1006,0.0,0.0,0.0,0.0,Partly cloudy,Partly cloudy,Clear,47,6.82,7.52,1710.0
2019-08-24,25,27,23,25,81,72,91,81,16,20,19,18,1008,1005,1007,1006,0.0,0.2,0.0,0.06666666666666667,Overcast,Light rain shower,Partly cloudy,46,7.01,8.47,1709.0
2019-08-25,24,23,22,23,81,89,95,88,15,14,15,14,1007,1005,1006,1006,0.0,2.0,0.4,0.8,Cloudy,Heavy rain at times,Patchy light rain,48,6.63,7.95,1709.0
2019-08-26,22,25,22,23,88,82,94,88,17,25,23,21,1006,1005,1006,1005,0.0,0.1,0.8,0.30000000000000004,Patchy light drizzle,Light rain shower,Patchy light rain,50,7.5,7.27,1709.0
2019-08-27,22,25,22,23,90,84,95,89,17,22,21,20,1005,1003,1005,1004,0.0,0.2,0.0,0.06666666666666667,Partly cloudy,Light rain shower,Mist,48,6.7,7.68,1708.0
2019-08-28,24,27,23,24,85,75,93,84,18,23,22,21,1006,1003,1006,1005,0.0,0.2,0.0,0.06666666666666667,Partly cloudy,Light rain shower,Partly cloudy,50,6.94,6.5,1709.0
2019-08-29,25,28,24,25,79,70,92,80,12,15,21,16,1007,1003,1005,1005,0.0,0.0,0.1,0.03333333333333333,Sunny,Partly cloudy,Patchy rain possible,47,6.66,7.64,1709.0
2019-08-30,26,27,23,25,81,77,94,84,12,21,23,18,1005,1002,1004,1003,0.0,0.5,0.3,0.26666666666666666,Partly cloudy,Light rain shower,Light rain shower,48,6.54,7.64,1631.15
2019-08-31,25,27,23,25,86,81,92,86,18,25,28,23,1003,1000,1002,1001,0.0,1.2,0.1,0.43333333333333335,Overcast,Moderate or heavy rain shower,Light rain shower,49,7.28,6.79,1710.0
2019-09-01,24,24,22,23,89,91,94,91,17,26,25,22,1004,1002,1005,1003,0.6,0.9,0.3,0.6,Moderate or heavy rain shower,Moderate or heavy rain shower,Light drizzle,54,7.3,8.05,1708.0
